organism,count
"gi|602270569|ref|NR_029191.2| Rubrobacter radiotolerans strain P 1 16S ribosomal RNA, partial sequence",1
"gi|631251871|ref|NR_113069.1| Bacteroides graminisolvens strain JCM 15093 16S ribosomal RNA, partial sequence",1
"gi|343202413|ref|NR_042699.1| Enterovibrio nigricans strain DAl 1-1-5 16S ribosomal RNA, partial sequence",1
"gi|2260349447|ref|NR_176529.1| Pelagibaculum spongiae strain Hp12 16S ribosomal RNA, partial sequence",1
"gi|2363083674|ref|NR_180085.1| Clostridium bovifaecis strain BXX 16S ribosomal RNA, partial sequence",1
"gi|559795156|ref|NR_104743.1| Ilyobacter delafieldii strain 10cr1 16S ribosomal RNA, partial sequence",1
"gi|631252183|ref|NR_113381.1| Clostridium haemolyticum strain JCM 1402 16S ribosomal RNA, partial sequence",1
"gi|444303855|ref|NR_074277.1| Bacteroides thetaiotaomicron strain VPI-5482 16S ribosomal RNA, partial sequence",1
"gi|631251746|ref|NR_112944.1| Bacteroides thetaiotaomicron strain JCM 5827 16S ribosomal RNA, partial sequence",1
"gi|631250945|ref|NR_112142.1| Bacteroides thetaiotaomicron strain JCM 5827 16S ribosomal RNA, partial sequence",1
"gi|444439698|ref|NR_075013.1| Syntrophotalea carbinolica DSM 2380 16S ribosomal RNA, complete sequence",1
"gi|219846332|ref|NR_025922.1| Staphylococcus warneri strain AW 25 16S ribosomal RNA, partial sequence",1
"gi|219856850|ref|NR_024669.1| Staphylococcus pasteuri strain ATCC 51129 16S ribosomal RNA, partial sequence",1
"gi|343202298|ref|NR_042584.1| Mycetohabitans endofungorum strain HKI 456 16S ribosomal RNA, partial sequence",1
"gi|265678756|ref|NR_029061.1| Roseomonas gilardii strain 5424 16S ribosomal RNA, partial sequence",1
"gi|2363084611|ref|NR_180554.1| Flagellimonas chongwuensis strain HICW 16S ribosomal RNA, partial sequence",1
"gi|2363085627|ref|NR_181066.1| Muricauda brasiliensis strain K001 16S ribosomal RNA, partial sequence",1
"gi|2363083947|ref|NR_180222.1| Flagellimonas alvinocaridis strain SCR12 16S ribosomal RNA, partial sequence",1
"gi|1445136030|ref|NR_158070.1| Pseudokineococcus basanitobsidens strain SKC1-2 16S ribosomal RNA, partial sequence",1
"gi|310974925|ref|NR_036789.1| Fructilactobacillus fructivorans strain KCTC 3543 16S ribosomal RNA, partial sequence",1
"gi|631252620|ref|NR_113818.1| Fructilactobacillus fructivorans strain NBRC 15887 16S ribosomal RNA, partial sequence",1
"gi|631252442|ref|NR_113640.1| Fructilactobacillus fructivorans strain NBRC 13954 16S ribosomal RNA, partial sequence",1
"gi|1864207087|ref|NR_169381.1| Croceicoccus estronivorus strain MH-B5 16S ribosomal RNA, partial sequence",1
"gi|631252178|ref|NR_113376.1| Veillonella criceti strain JCM 6511 16S ribosomal RNA, partial sequence",1
"gi|2962412329|ref|NR_199524.1| Rhodococcus parequi strain PAM 2766 16S ribosomal RNA, complete sequence",1
"gi|1270533046|ref|NR_134799.2| Prescottella soli strain DSD51W 16S ribosomal RNA, partial sequence",1
"gi|1270533059|ref|NR_042373.2| Thermotoga petrophila RKU-10 16S ribosomal RNA, complete sequence",1
"gi|1270533060|ref|NR_042374.2| Thermotoga petrophila RKU-10 16S ribosomal RNA, complete sequence",1
"gi|1116030264|ref|NR_144722.1| Drancourtella massiliensis strain GD1 16S ribosomal RNA, partial sequence",1
"gi|2962412221|ref|NR_199415.1| Mediterraneibacter flintii strain 13CB18C 16S ribosomal RNA, partial sequence",1
"gi|2136551567|ref|NR_173570.1| Gluceribacter canis strain NATH-2371 16S ribosomal RNA, partial sequence",1
"gi|636560774|ref|NR_116834.1| Pseudoxanthomonas icgebensis strain ICGEB-L15 16S ribosomal RNA, partial sequence",1
"gi|926663118|ref|NR_132712.1| Pseudoxanthomonas jiangsuensis strain wax 16S ribosomal RNA, partial sequence",1
"gi|645320200|ref|NR_117462.1| Melittangium lichenicola strain DSM 2275 16S ribosomal RNA, partial sequence",1
"gi|1109167956|ref|NR_144576.1| Ampullimonas aquatilis strain B15.09-116 16S ribosomal RNA, partial sequence",1
"gi|631252929|ref|NR_114127.1| Derxia gummosa strain NBRC 102506 16S ribosomal RNA, partial sequence",1
"gi|343200212|ref|NR_040899.1| Herbaspirillum autotrophicum strain IAM 14942 16S ribosomal RNA, partial sequence",1
"gi|566084815|ref|NR_108178.1| Paracoccus tibetensis strain Tibet-S9a3 16S ribosomal RNA, partial sequence",1
"gi|631252213|ref|NR_113411.1| Segatella copri DSM 18205 strain JCM 13464 16S ribosomal RNA, partial sequence",1
"gi|343200190|ref|NR_040877.1| Segatella copri DSM 18205 strain CB7 16S ribosomal RNA, partial sequence",1
"gi|2363084409|ref|NR_180452.1| Segatella hominis strain BCRC 81118 16S ribosomal RNA, partial sequence",1
"gi|2363086578|ref|NR_181546.1| Advenella mandrilli strain WQ 585 16S ribosomal RNA, partial sequence",1
"gi|631251992|ref|NR_113190.1| Advenella faeciporci strain M-07 16S ribosomal RNA, partial sequence",1
"gi|1227086124|ref|NR_148623.1| Advenella alkanexedens strain LAM0050 16S ribosomal RNA, partial sequence",1
"gi|2363086310|ref|NR_181407.1| Diplocloster agilis strain ASD5720 16S ribosomal RNA, complete sequence",1
"gi|645322630|ref|NR_119334.1| Alkalithermobacter thermoalcaliphilus JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",1
"gi|1520188696|ref|NR_159908.1| Desulfothermobacter acidiphilus strain 3408-1 16S ribosomal RNA, partial sequence",1
"gi|1137647745|ref|NR_145527.1| Buchnera aphidicola str. Sg (Schizaphis graminum) strain Sg (ex Schizaphis graminum) 16S ribosomal RNA, complete sequence",1
"gi|1909404440|ref|NR_170495.1| Blautia faecicola strain KGMB01111 16S ribosomal RNA, complete sequence",1
"gi|485099121|ref|NR_102516.1| Clostridium saccharoperbutylacetonicum strain N1-4(HMT) 16S ribosomal RNA, partial sequence",1
"gi|1227086113|ref|NR_148617.1| Clostridium liquoris strain BEY10 16S ribosomal RNA, partial sequence",1
"gi|661903059|ref|NR_122090.1| Clostridium chromiireducens strain GCAF-1 16S ribosomal RNA, partial sequence",1
"gi|636559016|ref|NR_115073.1| Granulicella rosea strain TPO1014 16S ribosomal RNA, partial sequence",1
"gi|1384992345|ref|NR_156094.1| Desulfitispora elongata strain Acr1 16S ribosomal RNA, partial sequence",1
"gi|485099117|ref|NR_102513.1| Thermoclostridium stercorarium strain DSM 8532 16S ribosomal RNA, partial sequence",1
"gi|2260349452|ref|NR_176534.1| Pulveribacter suum strain SC2-7 16S ribosomal RNA, partial sequence",1
"gi|219857422|ref|NR_025010.1| Alishewanella fetalis strain CCUG 30811 16S ribosomal RNA, partial sequence",1
"gi|961555033|ref|NR_134000.1| Chitinophaga ginsengihumi strain SR18 16S ribosomal RNA, partial sequence",1
"gi|224581442|ref|NR_027224.1| Thauera phenylacetica strain B4P 16S ribosomal RNA, partial sequence",1
"gi|343206013|ref|NR_044562.1| Pseudonocardia xinjiangensis strain XJ 45 16S ribosomal RNA, partial sequence",1
"gi|559795207|ref|NR_104796.1| Pseudonocardia aurantiaca strain Y-14860 16S ribosomal RNA, partial sequence",1
"gi|1441204295|ref|NR_157710.1| Pseudonocardia nigra strain ATK03 16S ribosomal RNA, partial sequence",1
"gi|219846326|ref|NR_025916.1| Leptothrix discophora strain SS-1 16S ribosomal RNA, partial sequence",1
"gi|645319814|ref|NR_117174.1| Paraclostridium tenue strain DSM 20695 16S ribosomal RNA, partial sequence",1
"gi|631252125|ref|NR_113323.1| Paraclostridium bifermentans strain JCM 1386 16S ribosomal RNA, partial sequence",1
"gi|974142236|ref|NR_134756.1| Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",1
"gi|2363084882|ref|NR_180689.1| Massilia polaris strain RP-1-19 16S ribosomal RNA, partial sequence",1
"gi|559795315|ref|NR_104908.1| Pedomicrobium americanum strain IFAM G-1381 16S ribosomal RNA, partial sequence",1
"gi|343205842|ref|NR_044297.1| Chelatococcus daeguensis strain K106 16S ribosomal RNA, partial sequence",1
"gi|2363085672|ref|NR_181088.1| Marisediminicola senii strain SM7_A14 16S ribosomal RNA, partial sequence",1
"gi|961555063|ref|NR_134031.1| Flavihumibacter cheonanensis strain KACC 17467 16S ribosomal RNA, partial sequence",1
"gi|1315204004|ref|NR_152673.1| Flavihumibacter stibioxidans strain YS-17 16S ribosomal RNA, partial sequence",1
"gi|507147969|ref|NR_102776.1| Syntrophus aciditrophicus strain SB 16S ribosomal RNA, partial sequence",1
"gi|636560246|ref|NR_116306.1| Agrobacterium radiobacter strain UQM 1685 16S ribosomal RNA, partial sequence",1
"gi|636559456|ref|NR_115516.1| Agrobacterium tumefaciens strain NCPPB2437 16S ribosomal RNA, partial sequence",1
"gi|2363085669|ref|NR_181087.1| Agrobacterium leguminum strain MOPV5 16S ribosomal RNA, partial sequence",1
"gi|219846529|ref|NR_026121.1| Acetobacter aceti strain NCIB 8621, DSM 3508 16S ribosomal RNA, partial sequence",1
"gi|2363085468|ref|NR_180983.1| Acetobacter conturbans strain LMG 1627 16S ribosomal RNA, partial sequence",1
"gi|265678312|ref|NR_028614.1| Acetobacter orleanensis strain NBRC 13752 16S ribosomal RNA, partial sequence",1
"gi|901703600|ref|NR_132333.1| Sphingomonas ginsengisoli (ex An et al. 2013) strain Gsoil 634 16S ribosomal RNA, partial sequence",1
"gi|343200359|ref|NR_041046.1| Novosphingobium naphthalenivorans strain TUT562 16S ribosomal RNA, partial sequence",1
"gi|343205788|ref|NR_044210.1| Novosphingobium panipatense strain SM16 16S ribosomal RNA, partial sequence",1
"gi|1909404480|ref|NR_170535.1| Duganella levis strain CY42W 16S ribosomal RNA, partial sequence",1
"gi|2739363405|ref|NR_191039.1| Gansulinema desertorum strain GS121 16S ribosomal RNA, partial sequence",1
"gi|2363084346|ref|NR_180421.1| Xylanimonas protaetiae strain FW10M-9 16S ribosomal RNA, complete sequence",1
"gi|1018196547|ref|NR_136426.1| Chromobacterium amazonense strain CBMAI 310 16S ribosomal RNA, partial sequence",1
"gi|2363080187|ref|NR_178317.1| Vreelandella olivaria strain TYRC17 16S ribosomal RNA, partial sequence",1
"gi|631251906|ref|NR_113104.1| Hoylesella enoeca strain JCM 12259 16S ribosomal RNA, partial sequence",1
"gi|566084922|ref|NR_108467.1| Motilibacter rhizosphaerae strain RS-16 16S ribosomal RNA, partial sequence",1
"gi|219878461|ref|NR_025600.1| Sutterella stercoricanis strain 5BAC4 16S ribosomal RNA, partial sequence",1
"gi|1491516040|ref|NR_159238.1| Rhodoplanes tepidicaeni strain TUT3542 16S ribosomal RNA, partial sequence",1
"gi|1679775888|ref|NR_163611.1| Jatrophihabitans telluris strain N237 16S ribosomal RNA, partial sequence",1
"gi|2363080175|ref|NR_178311.1| Faecalibacterium gallinarum strain ic1379 16S ribosomal RNA, partial sequence",1
"gi|1269847379|ref|NR_041740.2| Thermostaphylospora chromogena strain ATCC 43196 16S ribosomal RNA, complete sequence",1
"gi|2363083463|ref|NR_179980.1| Ferrovibrio terrae strain K5 16S ribosomal RNA, partial sequence",1
"gi|1137647761|ref|NR_145543.1| Ferrovibrio xuzhouensis strain LM-6 16S ribosomal RNA, partial sequence",1
"gi|2363082744|ref|NR_179620.1| Sanguibacter massiliensis strain Marseille-P3815 16S ribosomal RNA, partial sequence",1
"gi|636560456|ref|NR_116516.1| Brachybacterium saurashtrense strain JG 06 16S ribosomal RNA, partial sequence",1
"gi|2363086366|ref|NR_181435.1| Flavimobilis rhizosphaerae strain GY 10621 16S ribosomal RNA, partial sequence",1
"gi|566085526|ref|NR_109598.1| Dissulfuribacter thermophilus strain S69 16S ribosomal RNA, partial sequence",1
"gi|961555141|ref|NR_134109.1| Oligoflexus tunisiensis strain Shr3 16S ribosomal RNA, partial sequence",1
"gi|566084825|ref|NR_108187.1| Pannonibacter indicus strain HT23 16S ribosomal RNA, partial sequence",1
"gi|645321048|ref|NR_118108.1| Youngiibacter fragilis 232.1 16S ribosomal RNA, partial sequence",1
"gi|219846555|ref|NR_026147.1| Sarcina maxima strain DSM 316 16S ribosomal RNA, partial sequence",1
"gi|1116030281|ref|NR_144739.1| Clostridium massiliodielmoense strain MT26 16S ribosomal RNA, partial sequence",1
"gi|343201311|ref|NR_042037.1| Glycomyces rutgersensis strain IMSNU 22074 16S ribosomal RNA, partial sequence",1
"gi|1397641843|ref|NR_156953.1| Mycobacterium persicum strain AFPC-000227 16S ribosomal RNA, partial sequence",1
"gi|1277396242|ref|NR_151953.1| Mycolicibacterium lutetiense strain 071 16S ribosomal RNA, partial sequence",1
"gi|219846416|ref|NR_026007.1| Actinomadura macra strain FD 25934 16S ribosomal RNA, partial sequence",1
"gi|2363084571|ref|NR_180534.1| Acinetobacter rongchengensis strain WCHAc060115 16S ribosomal RNA, partial sequence",1
"gi|2363084132|ref|NR_180315.1| Xylanivirga thermophila strain SYSU GA17129 16S ribosomal RNA, partial sequence",1
"gi|636559288|ref|NR_115345.1| Acetivibrio alkalicellulosi strain Z-7026 16S ribosomal RNA, partial sequence",1
"gi|645322198|ref|NR_119002.1| Kurthia gibsonii strain NCIMB 9758 16S ribosomal RNA, partial sequence",1
"gi|645320503|ref|NR_117694.1| Neisseria perflava strain Branham 7078 16S ribosomal RNA, partial sequence",1
"gi|219846302|ref|NR_025892.1| Neisseria flavescens strain N 155 16S ribosomal RNA, partial sequence",1
"gi|659364465|ref|NR_121687.1| Neisseria cinerea strain ATCC 14685 16S ribosomal RNA, partial sequence",1
"gi|636560752|ref|NR_116812.1| Paralcaligenes ureilyticus strain GR24-5 16S ribosomal RNA, partial sequence",1
"gi|631251591|ref|NR_112789.1| Blautia glucerasea strain HFTH-1 16S ribosomal RNA, partial sequence",1
"gi|1779814861|ref|NR_164936.1| Mucilaginibacter xinganensis strain BJC16-A31 16S ribosomal RNA, partial sequence",1
"gi|1864207103|ref|NR_169397.1| Mucilaginibacter hurinus strain ZR32 16S ribosomal RNA, partial sequence",1
"gi|2221405454|ref|NR_175532.1| Mucilaginibacter humi strain S1162 16S ribosomal RNA, partial sequence",1
"gi|2363081397|ref|NR_178945.1| Sphingomonas floccifaciens strain FQM01 16S ribosomal RNA, partial sequence",1
"gi|1491520141|ref|NR_159304.1| Sphingomonas colocasiae strain CC-MHH0539 16S ribosomal RNA, partial sequence",1
"gi|1212229243|ref|NR_148313.1| Novosphingobium tardum strain 16-28-2 16S ribosomal RNA, partial sequence",1
"gi|2363083845|ref|NR_180171.1| Sphingomonas lacunae strain CSW-10 16S ribosomal RNA, partial sequence",1
"gi|1237076872|ref|NR_144695.2| Corynebacterium jeddahense strain JCB 16S ribosomal RNA, partial sequence",1
"gi|343200715|ref|NR_041402.1| Sinomonas echigonensis strain LC10 16S ribosomal RNA, partial sequence",1
"gi|343202763|ref|NR_043205.1| Nesterenkonia halophila strain YIM 70179 16S ribosomal RNA, partial sequence",1
"gi|1109167962|ref|NR_144579.1| [Collinsella] massiliensis strain GD3 16S ribosomal RNA, partial sequence",1
"gi|228715355|ref|NR_027527.1| Collinsella stercoris strain RCA55-54 16S ribosomal RNA, partial sequence",1
"gi|645321377|ref|NR_118358.1| Syntrophus buswellii strain DM-2 16S ribosomal RNA, partial sequence",1
"gi|2363085581|ref|NR_181043.1| Corallococcus silvisoli strain c25j21 16S ribosomal RNA, partial sequence",1
"gi|2836274954|ref|NR_197717.1| Chitinophaga pollutisoli strain GPA1 16S ribosomal RNA, partial sequence",1
"gi|343199130|ref|NR_044624.1| [Clostridium] cellulosi strain AS 1.1777 16S ribosomal RNA, partial sequence",1
"gi|2180566310|ref|NR_174195.1| Agriterribacter humi strain YJ03 16S ribosomal RNA, partial sequence",1
"gi|1779814805|ref|NR_164880.1| Terrimonas suqianensis strain personal::C3-5 16S ribosomal RNA, partial sequence",1
"gi|631251744|ref|NR_112942.1| Bacteroides salyersiae strain JCM 12988 16S ribosomal RNA, partial sequence",1
"gi|2136551684|ref|NR_173689.1| Paratractidigestivibacter faecalis strain KGMB04489 16S ribosomal RNA, partial sequence",1
"gi|265678468|ref|NR_028771.1| Sulfurospirillum halorespirans strain PCE-M2 16S ribosomal RNA, partial sequence",1
"gi|959494900|ref|NR_133767.1| Kocuria marina subsp. indica strain NIO-1021 16S ribosomal RNA, partial sequence",1
"gi|219846133|ref|NR_025723.1| Kocuria marina strain KMM 3905 16S ribosomal RNA, partial sequence",1
"gi|224581412|ref|NR_027193.1| Kocuria carniphila strain CCM 132 16S ribosomal RNA, partial sequence",1
"gi|343202542|ref|NR_042891.1| Klugiella xanthotipulae strain 44C3 16S ribosomal RNA, partial sequence",1
"gi|959495002|ref|NR_133854.1| Sediminibacterium goheungense strain HME7863 16S ribosomal RNA, partial sequence",1
"gi|1227086130|ref|NR_148626.1| Neobacillus cucumis strain AP-6 16S ribosomal RNA, partial sequence",1
"gi|343202333|ref|NR_042619.1| Bacillus isabeliae strain CVS-8 16S ribosomal RNA, partial sequence",1
"gi|631252887|ref|NR_114085.1| Neobacillus drentensis strain NBRC 102427 16S ribosomal RNA, partial sequence",1
"gi|1776910892|ref|NR_164625.1| Janthinobacterium lividum strain DSM 1522 16S ribosomal RNA, partial sequence",1
"gi|636560711|ref|NR_116771.1| Kushneria sinocarnis strain Z35 16S ribosomal RNA, partial sequence",1
"gi|2363086013|ref|NR_181259.1| Acuticoccus mangrovi strain B2012 16S ribosomal RNA, partial sequence",1
"gi|470466149|ref|NR_074106.1| Acidobacterium capsulatum ATCC 51196 16S ribosomal RNA, partial sequence",1
"gi|444303953|ref|NR_074376.1| Parabacteroides distasonis ATCC 8503 16S ribosomal RNA, partial sequence",1
"gi|343200655|ref|NR_041342.1| Parabacteroides distasonis strain JCM 5825 16S ribosomal RNA, partial sequence",1
"gi|631252010|ref|NR_113208.1| Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA, partial sequence",1
"gi|636560210|ref|NR_116270.1| Citricoccus zhacaiensis strain FS24 16S ribosomal RNA, partial sequence",1
"gi|1491514597|ref|NR_159205.1| Leucobacter weissii strain DSM 20621 16S ribosomal RNA, partial sequence",1
"gi|645320614|ref|NR_117778.1| Sutterella wadsworthensis strain WAL 9799 16S ribosomal RNA, partial sequence",1
"gi|636559173|ref|NR_115230.1| Ruminococcus albus 7 = DSM 20455 16S ribosomal RNA, partial sequence",1
"gi|636558405|ref|NR_114461.1| Xylophilus ampelinus strain ATCC 33914 16S ribosomal RNA, partial sequence",1
"gi|343198734|ref|NR_043540.1| Polaromonas hydrogenivorans strain DSM 17735 16S ribosomal RNA, partial sequence",1
"gi|645321380|ref|NR_118360.1| Dictyoglomus thermophilum H-6-12 16S ribosomal RNA, partial sequence",1
"gi|343198690|ref|NR_043287.1| Lactobacillus amylovorus DSM 20531 16S ribosomal RNA, partial sequence",1
"gi|219846711|ref|NR_026303.1| Oleidesulfovibrio vietnamensis strain G3 100 16S ribosomal RNA, partial sequence",1
"gi|645320212|ref|NR_117471.1| Kordia periserrulae strain IMCC 1412 16S ribosomal RNA, partial sequence",1
"gi|1018196611|ref|NR_136490.1| Aequorivita echinoideorum strain CC-CZW007 16S ribosomal RNA, partial sequence",1
"gi|1397641780|ref|NR_156889.1| Hymenobacter aquaticus strain 16F3P 16S ribosomal RNA, partial sequence",1
"gi|343202284|ref|NR_042570.1| Aquisalimonas asiatica strain CG12 16S ribosomal RNA, partial sequence",1
"gi|2363084498|ref|NR_180497.1| Pseudomonas juntendi strain BML3 16S ribosomal RNA, partial sequence",1
"gi|636559744|ref|NR_115804.1| Parapusillimonas granuli strain Ch07 16S ribosomal RNA, partial sequence",1
"gi|343202746|ref|NR_043183.1| Lactobacillus delbrueckii strain BCRC 12195 16S ribosomal RNA, partial sequence",1
"gi|631252189|ref|NR_113387.1| Lactobacillus delbrueckii subsp. allosunkii strain YIT 11221 16S ribosomal RNA, partial sequence",1
"gi|444439704|ref|NR_075019.1| Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002 16S ribosomal RNA, partial sequence",1
"gi|2363080145|ref|NR_178291.1| Pseudomonas promysalinigenes strain RW10S1 16S ribosomal RNA, partial sequence",1
"gi|2363080143|ref|NR_178290.1| Pseudomonas wayambapalatensis strain RW3S1 16S ribosomal RNA, partial sequence",1
"gi|2634278987|ref|NR_189685.1| Scytolyngbya timoleontis 16S ribosomal RNA, partial sequence",1
"gi|2634278988|ref|NR_189686.1| Scytolyngbya timoleontis 16S ribosomal RNA, partial sequence",1
"gi|2296162773|ref|NR_177720.1| Phormidium irriguum 16S ribosomal RNA, partial sequence",1
"gi|645319925|ref|NR_117256.1| Tistrella bauzanensis strain BZ78 16S ribosomal RNA, partial sequence",1
"gi|1024974760|ref|NR_136793.1| Sphingomonas zeae strain JM-791 16S ribosomal RNA, partial sequence",1
"gi|636559235|ref|NR_115292.1| Phenylobacterium zucineum HLK1 16S ribosomal RNA, partial sequence",1
"gi|2363083623|ref|NR_180059.1| Cellulomonas telluris strain CPCC 204705 16S ribosomal RNA, partial sequence",1
"gi|444304066|ref|NR_074490.1| Cellulomonas flavigena strain DSM 20109 16S ribosomal RNA, partial sequence",1
"gi|444304019|ref|NR_074443.1| Cellulomonas gilvus ATCC 13127 16S ribosomal RNA, partial sequence",1
"gi|219846869|ref|NR_026461.1| Desulfurella multipotens strain RH-8 16S ribosomal RNA, partial sequence",1
"gi|559795290|ref|NR_104881.1| Syntrophomonas bryantii strain CuCal 16S ribosomal RNA, partial sequence",1
"gi|2363080077|ref|NR_178255.1| Fusimonas intestini strain AJ110941 16S ribosomal RNA, partial sequence",1
"gi|1441204229|ref|NR_157644.1| Herpetosiphon gulosus strain Hp g472 16S ribosomal RNA, partial sequence",1
"gi|444303814|ref|NR_074236.1| Herpetosiphon aurantiacus 16S ribosomal RNA, partial sequence",1
"gi|2363083048|ref|NR_179772.1| Aestuariimicrobium soli strain D6 16S ribosomal RNA, partial sequence",1
"gi|1116030233|ref|NR_144691.1| Actinomyces polynesiensis strain MS2 16S ribosomal RNA, partial sequence",1
"gi|645319538|ref|NR_116943.1| Levilactobacillus paucivorans strain TMW 1.1424 16S ribosomal RNA, partial sequence",1
"gi|636559949|ref|NR_116009.1| Magnetospirillum bellicum strain VDY 16S ribosomal RNA, partial sequence",1
"gi|1240411886|ref|NR_149218.1| Microvirga makkahensis strain SV1470 16S ribosomal RNA, partial sequence",1
"gi|1240411904|ref|NR_149236.1| Thermithiobacillus plumbiphilus strain wk12 16S ribosomal RNA, partial sequence",1
"gi|2221405317|ref|NR_175474.1| Roseateles chitinivorans strain HWN-4 16S ribosomal RNA, partial sequence",1
"gi|2363083028|ref|NR_179762.1| Inhella crocodyli strain CCP-18 16S ribosomal RNA, partial sequence",1
"gi|631252421|ref|NR_113619.1| Cupriavidus oxalaticus NBRC 13593 16S ribosomal RNA, partial sequence",1
"gi|631252953|ref|NR_114151.1| Brucella oryzae strain NBRC 102588 16S ribosomal RNA, partial sequence",1
"gi|1779814884|ref|NR_164959.1| Janibacter massiliensis strain Marseille-P4121 16S ribosomal RNA, partial sequence",1
"gi|636558782|ref|NR_114839.1| Methylobacterium mesophilicum strain JCM 2829 16S ribosomal RNA, partial sequence >gi|636559490|ref|NR_115550.1| Methylobacterium mesophilicum strain JCM 2829 16S ribosomal RNA, partial sequence",1
"gi|1445136073|ref|NR_158113.1| Anaerotignum aminivorans strain SH021 16S ribosomal RNA, partial sequence",1
"gi|1811131545|ref|NR_165727.1| Anaerotignum faecicola strain KGMB03357 16S ribosomal RNA, complete sequence",1
"gi|219857201|ref|NR_024829.1| Acetivibrio straminisolvens strain CSK1 16S ribosomal RNA, partial sequence",1
"gi|444303851|ref|NR_074273.1| Allomeiothermus silvanus strain VI-R2 16S ribosomal RNA, partial sequence",1
"gi|343202672|ref|NR_043073.1| Syntrophobacterium sulfatireducens strain TB8106 16S ribosomal RNA, partial sequence",1
"gi|343200318|ref|NR_041005.1| Lysobacter gummosus strain KCTC 12132 16S ribosomal RNA, partial sequence",1
"gi|631251366|ref|NR_112563.1| Lysobacter ginsengisoli strain Gsoil 357 16S ribosomal RNA, partial sequence",1
"gi|343198984|ref|NR_044250.1| Lysobacter capsici strain YC5194 16S ribosomal RNA, partial sequence",1
"gi|265678470|ref|NR_028773.1| Bulleidia extructa strain W1219 16S ribosomal RNA, partial sequence",1
"gi|219857284|ref|NR_024915.1| Taylorella asinigenitalis strain UCD-1 16S ribosomal RNA, partial sequence",1
"gi|602270486|ref|NR_036869.2| Syntrophococcus sucromutans strain S195 16S ribosomal RNA, partial sequence",1
"gi|2363087163|ref|NR_181837.1| Ottowia caeni strain BD-1 16S ribosomal RNA, partial sequence",1
"gi|265678696|ref|NR_029001.1| Ottowia thiooxydans strain K11 16S ribosomal RNA, partial sequence",1
"gi|2363086494|ref|NR_181501.1| Staphylococcus lloydii strain 23_2_7_LY 16S ribosomal RNA, partial sequence",1
"gi|219856848|ref|NR_024667.1| Staphylococcus kloosii strain ATCC 43959 16S ribosomal RNA, partial sequence",1
"gi|2363084358|ref|NR_180427.1| Streptomyces harenosi strain PRKS01-65 16S ribosomal RNA, complete sequence",1
"gi|631251448|ref|NR_112645.1| Secundilactobacillus similis DSM 23365 = JCM 2765 16S ribosomal RNA, partial sequence",1
"gi|2363081955|ref|NR_179224.1| Secundilactobacillus odoratitofui strain JCM 15043 16S ribosomal RNA, partial sequence",1
"gi|636560351|ref|NR_116411.1| Secundilactobacillus kimchicus JCM 15530 strain DCY51 16S ribosomal RNA, partial sequence",1
"gi|1441204220|ref|NR_157635.1| Megasphaera hexanoica strain MH 16S ribosomal RNA, partial sequence",1
"gi|1193829133|ref|NR_147376.1| Caecibacter massiliensis strain Marseille-P2974 16S ribosomal RNA, partial sequence",1
"gi|1445136002|ref|NR_158042.1| Microvirga indica strain S-MI1b 16S ribosomal RNA, partial sequence",1
"gi|2363083130|ref|NR_179813.1| Occultella glacieicola strain T3246-1 16S ribosomal RNA, partial sequence",1
"gi|558508640|ref|NR_104564.1| Thalassomonas viridans strain XOM25 16S ribosomal RNA, partial sequence",1
"gi|2363082003|ref|NR_179248.1| Fluviispira sanaruensis strain RF1110005 16S ribosomal RNA, partial sequence",1
"gi|1397641902|ref|NR_157012.1| Imhoffiella purpurea strain AK35 16S ribosomal RNA, partial sequence",1
"gi|645320923|ref|NR_118016.1| Neomelitea salexigens DSM 19753 16S ribosomal RNA, partial sequence",1
"gi|2463901840|ref|NR_184620.1| Pollutimonas nitritireducens strain JR1/69-2-13 16S ribosomal RNA, partial sequence",1
"gi|566085366|ref|NR_109415.1| Legionella massiliensis strain LegA 16S ribosomal RNA, partial sequence",1
"gi|631252195|ref|NR_113393.1| Peptococcus niger strain JCM 6506 16S ribosomal RNA, partial sequence",1
"gi|343202385|ref|NR_042671.1| Microterricola pindariensis strain PON10 16S ribosomal RNA, partial sequence",1
"gi|2363084667|ref|NR_180582.1| Sphingobacterium olei strain HAL-9 16S ribosomal RNA, partial sequence",1
"gi|636560525|ref|NR_116585.1| Aeromonas taiwanensis strain A2-50 16S ribosomal RNA, partial sequence",1
"gi|636560524|ref|NR_116584.1| Aeromonas sanarellii strain A2-67 16S ribosomal RNA, partial sequence",1
"gi|444439526|ref|NR_074841.1| Aeromonas hydrophila strain ATCC 7966 16S ribosomal RNA, partial sequence",1
"gi|343201511|ref|NR_042237.1| Malikia granosa strain P1 16S ribosomal RNA, partial sequence",1
"gi|636558748|ref|NR_114805.1| Sulfuriferula plumbiphila strain Gro7 16S ribosomal RNA, partial sequence",1
"gi|959494986|ref|NR_133840.1| Arsukibacterium tuosuense strain TS-T4 16S ribosomal RNA, partial sequence",1
"gi|2836274963|ref|NR_197726.1| Nocardioides bizhenqiangii strain HM61 16S ribosomal RNA, partial sequence",1
