organism,count
"gi|343200547|ref|NR_041234.1| Paracoccus marinus strain KKL-A5 16S ribosomal RNA, partial sequence",1
"gi|2363082736|ref|NR_179616.1| Paracoccus aeridis strain JC501 16S ribosomal RNA, partial sequence",1
"gi|631252723|ref|NR_113921.1| Paracoccus marinus strain NBRC 100637 16S ribosomal RNA, partial sequence",1
"gi|1491514501|ref|NR_159163.1| Sphingomonas agri strain HKS-06 16S ribosomal RNA, partial sequence",1
"gi|2363080633|ref|NR_178558.1| Arthrobacter frigidicola strain MDT2-14 16S ribosomal RNA, partial sequence",1
"gi|1237084959|ref|NR_112810.2| Thermaerobacter composti JCM 15650 strain Ni80 16S ribosomal RNA, partial sequence",1
"gi|2363085376|ref|NR_180936.1| Luteolibacter luteus strain G-1-1-1 16S ribosomal RNA, partial sequence",1
"gi|636559168|ref|NR_115225.1| Chthoniobacter flavus Ellin428 16S ribosomal RNA, partial sequence",1
"gi|310974905|ref|NR_036767.1| Sphingobium yanoikuyae strain IFO 15102 16S ribosomal RNA, partial sequence",1
"gi|631250927|ref|NR_112124.1| Planktothrix rubescens strain CYA 18 16S ribosomal RNA, partial sequence >gi|631250928|ref|NR_112125.1| Planktothrix rubescens strain CYA 18 16S ribosomal RNA, partial sequence",1
"gi|631250929|ref|NR_112126.1| Planktothrix agardhii NIES-204 16S ribosomal RNA, partial sequence",1
"gi|631250930|ref|NR_112127.1| Planktothrix rubescens strain CYA 18 16S ribosomal RNA, partial sequence",1
"gi|631251871|ref|NR_113069.1| Bacteroides graminisolvens strain JCM 15093 16S ribosomal RNA, partial sequence",1
"gi|343200955|ref|NR_041642.1| Bacteroides graminisolvens strain XDT-1 16S ribosomal RNA, partial sequence",1
"gi|1193829148|ref|NR_147391.1| Bacteroides ihuae strain Marseille-P2824 16S ribosomal RNA, partial sequence",1
"gi|343200747|ref|NR_041434.1| Streptomyces thermogriseus strain NBRC 100772 16S ribosomal RNA, partial sequence",1
"gi|659364778|ref|NR_121733.1| Pseudomonas knackmussii B13 16S ribosomal RNA, partial sequence",1
"gi|636559258|ref|NR_115315.1| Deinococcus papagonensis strain KR-241 16S ribosomal RNA, partial sequence",1
"gi|485099078|ref|NR_102475.1| Deinococcus peraridilitoris DSM 19664 16S ribosomal RNA, partial sequence",1
"gi|343202734|ref|NR_043161.1| Deinococcus yavapaiensis KR-236 16S ribosomal RNA, partial sequence",1
"gi|444304041|ref|NR_074465.1| Pseudonocardia dioxanivorans CB1190 16S ribosomal RNA, partial sequence",1
"gi|228716127|ref|NR_027547.1| Anaeromyxobacter dehalogenans strain 2CP-1 16S ribosomal RNA, partial sequence",1
"gi|444439694|ref|NR_075009.1| Geobacter sulfurreducens PCA 16S ribosomal RNA, complete sequence",1
"gi|2363086675|ref|NR_181594.1| Pontibaca salina strain S1109L 16S ribosomal RNA, partial sequence",1
"gi|219857460|ref|NR_025048.1| Hyphomicrobium chloromethanicum strain CM2 16S ribosomal RNA, partial sequence",1
"gi|1909404381|ref|NR_170434.1| Roseovarius bejariae strain personal::A21T 16S ribosomal RNA, partial sequence",1
"gi|2136551683|ref|NR_173688.1| Solibaculum mannosilyticum strain 12CBH8 16S ribosomal RNA, partial sequence",1
"gi|566085351|ref|NR_109380.1| Hydrotalea sandarakina strain AF-51 16S ribosomal RNA, partial sequence",1
"gi|1315203999|ref|NR_152668.1| Mucilaginibacter puniceus strain WS71 16S ribosomal RNA, partial sequence",1
"gi|1237076892|ref|NR_108488.2| Sphingobacterium lactis strain WCC 4512 16S ribosomal RNA, partial sequence",1
"gi|1397641810|ref|NR_156919.1| Sphingobacterium cellulitidis strain LMG 28764 16S ribosomal RNA, partial sequence",1
"gi|1441204214|ref|NR_157629.1| Sphingobacterium cellulitidis strain NCCP-698 16S ribosomal RNA, partial sequence",1
"gi|1277396332|ref|NR_152043.1| Mucilaginibacter phyllosphaerae strain PP-F2F-G21 16S ribosomal RNA, partial sequence",1
"gi|1811131558|ref|NR_165740.1| Mucilaginibacter terrigena strain 17JY9-4 16S ribosomal RNA, partial sequence",1
"gi|219846623|ref|NR_026215.1| Corynebacterium amycolatum strain S160 16S ribosomal RNA, partial sequence",1
"gi|645322418|ref|NR_119171.1| Corynebacterium amycolatum strain NCFB 2768 16S ribosomal RNA, partial sequence",1
"gi|631250763|ref|NR_104996.1| Corynebacterium lactis RW2-5 16S ribosomal RNA, partial sequence",1
"gi|645321759|ref|NR_118651.1| [Clostridium] aminophilum strain F 16S ribosomal RNA, partial sequence",1
"gi|1033657164|ref|NR_137254.1| Zhihengliuella somnathii strain JG 03 16S ribosomal RNA, partial sequence",1
"gi|1227086168|ref|NR_148645.1| Aetherobacter rufus strain SBSr003 16S ribosomal RNA, partial sequence",1
"gi|1227086166|ref|NR_148644.1| Aetherobacter fasciculatus strain SBSr002 16S ribosomal RNA, partial sequence",1
"gi|310975072|ref|NR_036936.1| Streptococcus australis strain AI-1 16S ribosomal RNA, partial sequence",1
"gi|2136551523|ref|NR_173526.1| Citroniella saccharovorans strain M6.X9 16S ribosomal RNA, partial sequence",1
"gi|672239004|ref|NR_125593.1| Dielma fastidiosa strain JC13 16S ribosomal RNA, partial sequence",1
"gi|2363085762|ref|NR_181133.1| Copranaerobaculum intestinale strain DONG20-135 16S ribosomal RNA, partial sequence",1
"gi|1269235646|ref|NR_145962.2| Sphingomonas hengshuiensis strain WHSC-8 16S ribosomal RNA, complete sequence",1
"gi|2621112360|ref|NR_189264.1| Govania unica strain LMG 31809 16S ribosomal RNA, partial sequence",1
"gi|343201541|ref|NR_042267.1| Elizabethkingia meningoseptica strain ATCC 13253 16S ribosomal RNA, partial sequence",1
"gi|636559144|ref|NR_115201.1| Elizabethkingia meningoseptica strain ATCC 13253 16S ribosomal RNA, partial sequence",1
"gi|343200678|ref|NR_041365.1| Solirubrobacter soli strain Gsoil 355 16S ribosomal RNA, partial sequence",1
"gi|2221405177|ref|NR_175418.1| Sphingomonas profundi strain LMO-1 16S ribosomal RNA, partial sequence",1
"gi|1024974760|ref|NR_136793.1| Sphingomonas zeae strain JM-791 16S ribosomal RNA, partial sequence",1
"gi|1779814832|ref|NR_164907.1| Phenylobacterium terrae strain YIM 730227 16S ribosomal RNA, complete sequence",1
"gi|636559197|ref|NR_115254.1| Bartonella phoceensis strain 16120 16S ribosomal RNA, partial sequence",1
"gi|219878277|ref|NR_025416.1| Sporomusa malonica strain DSM 5090 16S ribosomal RNA, partial sequence",1
"gi|645320452|ref|NR_117655.1| Sporomusa malonica strain DSM 5090 16S ribosomal RNA, partial sequence",1
"gi|971154143|ref|NR_134156.2| Rhodoplanes oryzae strain JA793 16S ribosomal RNA, partial sequence",1
"gi|2180566411|ref|NR_174267.1| Lactococcus allomyrinae strain 1JSPR-7 16S ribosomal RNA, complete sequence",1
"gi|2363085694|ref|NR_181099.1| Paraflavitalea devenefica strain X16 16S ribosomal RNA, partial sequence",1
"gi|2363083927|ref|NR_180212.1| Paraflavitalea soli strain 5GH32-13 16S ribosomal RNA, complete sequence",1
"gi|1491509581|ref|NR_159112.1| Kineococcus terrestris strain YIM 121940 16S ribosomal RNA, partial sequence",1
"gi|1491509582|ref|NR_159113.1| Kineococcus terrestris strain YIM 121936 16S ribosomal RNA, partial sequence",1
"gi|343201701|ref|NR_042427.1| Paenacidovorax caeni strain R-24608 16S ribosomal RNA, partial sequence",1
"gi|645319563|ref|NR_116963.1| Nocardioides korecus strain Sco-A36 16S ribosomal RNA, partial sequence",1
"gi|1212229265|ref|NR_148335.1| Roseovarius algicolus strain 4CoA2 16S ribosomal RNA, partial sequence",1
"gi|1013172417|ref|NR_135884.1| Marivita lacus strain TS-T44 16S ribosomal RNA, partial sequence",1
"gi|219846541|ref|NR_026133.1| Novacetimonas hansenii strain NCIB 8746 16S ribosomal RNA, partial sequence",1
"gi|343202420|ref|NR_042706.1| Acidisoma sibiricum strain TPB606 16S ribosomal RNA, partial sequence",1
"gi|265678679|ref|NR_028984.1| Muricoccus roseus strain 173-96 16S ribosomal RNA, partial sequence",1
"gi|1445136088|ref|NR_158128.1| Tsuneonella deserti strain THG-S3 16S ribosomal RNA, partial sequence",1
"gi|566085065|ref|NR_108695.1| Tsuneonella dongtanensis strain JM27 16S ribosomal RNA, partial sequence",1
"gi|1341394004|ref|NR_153676.1| Parafrankia elaeagni strain BMG5.12 16S ribosomal RNA, partial sequence",1
"gi|343198920|ref|NR_044040.1| Ralstonia solanacearum strain K60-1 16S ribosomal RNA, partial sequence",1
"gi|343200116|ref|NR_040803.1| Ralstonia syzygii strain ATCC 49543 16S ribosomal RNA, partial sequence",1
"gi|219878246|ref|NR_025385.1| Ralstonia mannitolilytica strain LMG 6866 16S ribosomal RNA, partial sequence",1
"gi|2363081138|ref|NR_178812.1| Dyella amyloliquefaciens strain DHC06 16S ribosomal RNA, partial sequence",1
"gi|1779814868|ref|NR_164943.1| Wenzhouxiangella salilacus strain 15181 16S ribosomal RNA, partial sequence",1
"gi|631253131|ref|NR_114329.1| Methylobacterium brachythecii strain 99b 16S ribosomal RNA, partial sequence",1
"gi|343201015|ref|NR_041702.1| Pseudomonas knackmussii B13 16S ribosomal RNA, partial sequence",1
"gi|343200285|ref|NR_040972.1| Levilinea saccharolytica strain KIBI-1 16S ribosomal RNA, partial sequence",1
"gi|636558611|ref|NR_114668.1| Bosea thiooxidans strain BI-42 16S ribosomal RNA, partial sequence",1
"gi|1230874630|ref|NR_148791.1| Brevundimonas albigilva strain NHI-13 16S ribosomal RNA, partial sequence",1
"gi|2363085440|ref|NR_180968.1| Methylococcus geothermalis strain IM1 16S ribosomal RNA, complete sequence",1
"gi|265678936|ref|NR_029244.1| Methylomicrobium album BG8 16S ribosomal RNA, partial sequence",1
"gi|265678933|ref|NR_029241.1| Methylococcus capsulatus strain Texas 16S ribosomal RNA, partial sequence",1
"gi|343199073|ref|NR_044497.1| Deinococcus gobiensis I-0 16S ribosomal RNA, partial sequence",1
"gi|558508596|ref|NR_104523.1| Micromonospora pisi strain GUI 15 16S ribosomal RNA, partial sequence",1
"gi|1384992298|ref|NR_156047.1| Achromobacter aloeverae strain AVA-1 16S ribosomal RNA, partial sequence",1
"gi|1277396358|ref|NR_152071.1| Sphingobium xenophagum strain C1 16S ribosomal RNA, partial sequence",1
"gi|343201589|ref|NR_042315.1| Curtobacterium pusillum strain DSM 20527 16S ribosomal RNA, partial sequence",1
"gi|2363087237|ref|NR_181874.1| Curtobacterium flaccumfaciens pv. allii strain 20TX0166 16S ribosomal RNA, partial sequence",1
"gi|559795249|ref|NR_104839.1| Curtobacterium oceanosedimentum strain ATCC 31317 16S ribosomal RNA, partial sequence",1
"gi|343202456|ref|NR_042752.1| Acidicaldus organivorans strain Y008 16S ribosomal RNA, partial sequence",1
"gi|219846817|ref|NR_026409.1| Lacrimispora sphenoides strain DSM 4024 16S ribosomal RNA, partial sequence",1
"gi|343200118|ref|NR_040805.1| Brevundimonas diminuta ATCC 11568 16S ribosomal RNA, partial sequence",1
"gi|2363082924|ref|NR_179710.1| Brevundimonas mongoliensis strain R-10-10 16S ribosomal RNA, partial sequence",1
"gi|219846241|ref|NR_025831.1| Brevundimonas bullata strain IAM 13153 16S ribosomal RNA, partial sequence",1
"gi|526641942|ref|NR_103939.1| Desulfoscipio gibsoniae DSM 7213 16S ribosomal RNA, partial sequence",1
"gi|343201318|ref|NR_042044.1| Desulfoscipio geothermicus DSM 3669 16S ribosomal RNA, partial sequence",1
"gi|1116030278|ref|NR_144736.1| Neglectibacter timonensis strain SN17 16S ribosomal RNA, partial sequence",1
"gi|343200926|ref|NR_041613.1| Catenulispora yoronensis strain TT N02-20 16S ribosomal RNA, partial sequence",1
"gi|2363082326|ref|NR_179410.1| Clostridium phoceensis strain GD3 16S ribosomal RNA, partial sequence",1
"gi|2363086262|ref|NR_181383.1| Luoshenia tenuis strain NSJ-44 16S ribosomal RNA, partial sequence",1
"gi|645322660|ref|NR_119357.1| Acinetobacter calcoaceticus strain ATCC 23055 16S ribosomal RNA, partial sequence",1
"gi|343205669|ref|NR_044038.1| Methylorubrum salsuginis strain MR 16S ribosomal RNA, partial sequence",1
"gi|2363082740|ref|NR_179618.1| Alkanindiges hydrocarboniclasticus strain H1 16S ribosomal RNA, partial sequence",1
"gi|219878115|ref|NR_025254.1| Alkanindiges illinoisensis strain MVAB Hex1 16S ribosomal RNA, partial sequence",1
"gi|444303901|ref|NR_074324.1| Nitrobacter winogradskyi strain Nb-255 16S ribosomal RNA, partial sequence",1
"gi|343202763|ref|NR_043205.1| Nesterenkonia halophila strain YIM 70179 16S ribosomal RNA, partial sequence",1
"gi|631251635|ref|NR_112833.1| Oxalicibacterium horti strain OD1 16S ribosomal RNA, partial sequence",1
"gi|631252422|ref|NR_113620.1| Oxalicibacterium horti strain NBRC 13594 16S ribosomal RNA, partial sequence",1
"gi|631252124|ref|NR_113322.1| Rhodoligotrophos appendicifer strain ATCC BAA-2115 16S ribosomal RNA, partial sequence",1
"gi|2136551688|ref|NR_173693.1| Olsenella phocaeensis strain Marseille-P2936 16S ribosomal RNA, partial sequence",1
"gi|2136551689|ref|NR_173694.1| Olsenella massiliensis strain SIT9 16S ribosomal RNA, partial sequence",1
"gi|444303990|ref|NR_074414.1| Olsenella uli DSM 7084 16S ribosomal RNA, partial sequence",1
"gi|636560667|ref|NR_116727.1| Listeria rocourtiae strain CIP 109804 16S ribosomal RNA, partial sequence",1
"gi|1953646652|ref|NR_171480.1| Lysobacter silvisoli strain zong2l5 16S ribosomal RNA, partial sequence",1
"gi|2363087125|ref|NR_181818.1| Devosia salina strain SCS-3 16S ribosomal RNA, partial sequence",1
"gi|645320271|ref|NR_117516.1| Devosia psychrophila strain Cr7-05 16S ribosomal RNA, partial sequence",1
"gi|343202668|ref|NR_043061.1| Aminiphilus circumscriptus strain ILE-2 16S ribosomal RNA, partial sequence",1
"gi|2260349452|ref|NR_176534.1| Pulveribacter suum strain SC2-7 16S ribosomal RNA, partial sequence",1
"gi|2363084637|ref|NR_180567.1| Paenibacillus antri strain SYSU K30003 16S ribosomal RNA, partial sequence",1
"gi|636559550|ref|NR_115610.1| Pseudomonas fulva strain IAM1529 16S ribosomal RNA, partial sequence",1
"gi|566085512|ref|NR_109583.1| Phytopseudomonas punonensis strain LMT03 16S ribosomal RNA, partial sequence",1
"gi|2363081985|ref|NR_179239.1| Thermogemmatispora argillosa strain A3-2 16S ribosomal RNA, partial sequence",1
"gi|1277396376|ref|NR_152089.1| Spiribacter roseus strain SSL50 16S ribosomal RNA, complete sequence",1
"gi|2363081258|ref|NR_178873.1| Pelocola oligotropha strain An3-4 16S ribosomal RNA, partial sequence",1
"gi|2363085987|ref|NR_181246.1| Niveibacterium microcysteis strain HC41 16S ribosomal RNA, partial sequence",1
"gi|1520188714|ref|NR_159920.1| Uliginosibacterium sediminicola strain M1-21 16S ribosomal RNA, partial sequence",1
"gi|1445136101|ref|NR_158141.1| Sphingomonas carri strain PR0302 16S ribosomal RNA, partial sequence",1
"gi|2363080551|ref|NR_178516.1| Sphingomonas lenta strain 1PNM-20 16S ribosomal RNA, partial sequence",1
"gi|2136551649|ref|NR_173654.1| Miltoncostaea marina strain SCSIO 60955 16S ribosomal RNA, partial sequence",1
"gi|2136551650|ref|NR_173655.1| Miltoncostaea oceani strain SCSIO 61214 16S ribosomal RNA, partial sequence",1
"gi|602270569|ref|NR_029191.2| Rubrobacter radiotolerans strain P 1 16S ribosomal RNA, partial sequence",1
"gi|631250946|ref|NR_112143.1| Phocaeicola vulgatus strain JCM 5826 16S ribosomal RNA, partial sequence",1
"gi|219846678|ref|NR_026270.1| Brachybacterium nesterenkovii strain DSM 9573 16S ribosomal RNA, partial sequence",1
"gi|343198570|ref|NR_042924.1| Thermodesulfomicrobium thermophilum strain P6.2 16S ribosomal RNA, partial sequence",1
"gi|2463901927|ref|NR_184634.1| Desulfolithobacter dissulfuricans strain GF1 16S ribosomal RNA, partial sequence",1
"gi|1277396242|ref|NR_151953.1| Mycolicibacterium lutetiense strain 071 16S ribosomal RNA, partial sequence",1
"gi|1269785361|ref|NR_121720.2| Corynebacterium falsenii strain BL 8171 16S ribosomal RNA, complete sequence",1
"gi|631251650|ref|NR_112848.1| Prevotella dentasini JCM 15908 strain NUM 1903 16S ribosomal RNA, partial sequence",1
"gi|1520188669|ref|NR_159892.1| Chryseobacterium glaciei strain IHBB 10212 16S ribosomal RNA, partial sequence",1
"gi|602270591|ref|NR_029099.2| Chitinimonas taiwanensis strain cf 16S ribosomal RNA, partial sequence",1
"gi|566084946|ref|NR_108490.1| Amantichitinum ursilacus strain IGB-41 16S ribosomal RNA, partial sequence",1
"gi|645320683|ref|NR_117831.1| Sphingomonas ginsenosidimutans strain Gsoil 1429 16S ribosomal RNA, partial sequence",1
"gi|343202468|ref|NR_042768.1| Geopsychrobacter electrodiphilus strain A1 16S ribosomal RNA, partial sequence",1
"gi|2363084108|ref|NR_180303.1| Geothermobacter hydrogeniphilus strain EPR-M 16S ribosomal RNA, partial sequence",1
"gi|1341394046|ref|NR_153718.1| Deinococcus budaensis strain FeSTC15-38 16S ribosomal RNA, partial sequence",1
"gi|1240411849|ref|NR_149180.1| Deinococcus sedimenti strain 16F1L 16S ribosomal RNA, partial sequence",1
"gi|2180566452|ref|NR_174298.1| Deinococcus terrestris strain SDU3-2 16S ribosomal RNA, partial sequence",1
"gi|1520188713|ref|NR_159919.1| Acinetobacter piscicola strain LW15 16S ribosomal RNA, partial sequence",1
"gi|2363082944|ref|NR_179720.1| Streptococcus respiraculi strain HTS25 16S ribosomal RNA, partial sequence",1
"gi|1384992323|ref|NR_156072.1| Streptococcus himalayensis strain HTS2 16S ribosomal RNA, partial sequence",1
"gi|631253215|ref|NR_114413.1| Streptococcus oralis ATCC 35037 16S ribosomal RNA, partial sequence",1
"gi|219878404|ref|NR_025543.1| Thermoleophilum album strain HS-5 16S ribosomal RNA, partial sequence",1
"gi|310975255|ref|NR_037119.1| Acidisphaera rubrifaciens strain HS-AP3 16S ribosomal RNA, partial sequence",1
"gi|566085381|ref|NR_109427.1| Terrimonas pekingensis strain QH 16S ribosomal RNA, partial sequence",1
"gi|636559929|ref|NR_115989.1| Epilithonimonas lactis strain H1 16S ribosomal RNA, partial sequence",1
"gi|636559792|ref|NR_115852.1| Chryseobacterium hagamense strain RHA2-9 16S ribosomal RNA, partial sequence",1
"gi|2136551515|ref|NR_173518.1| Suicoccus acidiformans strain ZY16052 16S ribosomal RNA, partial sequence",1
"gi|545589110|ref|NR_044711.2| Lacticaseibacillus sharpeae strain DSM 20505 16S ribosomal RNA, partial sequence",1
"gi|265678970|ref|NR_029278.1| Sanguibacter suarezii strain ST26 16S ribosomal RNA, partial sequence",1
"gi|265678692|ref|NR_028997.1| Subdoligranulum variabile strain BI 114 16S ribosomal RNA, partial sequence",1
"gi|636560384|ref|NR_116444.1| Acidicapsa ligni strain WH120 16S ribosomal RNA, partial sequence",1
"gi|470466149|ref|NR_074106.1| Acidobacterium capsulatum ATCC 51196 16S ribosomal RNA, partial sequence",1
"gi|2463901678|ref|NR_184599.1| Longitalea luteola strain SYSU D00799 16S ribosomal RNA, partial sequence",1
"gi|265678417|ref|NR_028719.1| Comamonas terrigena strain IMI 359870 16S ribosomal RNA, partial sequence",1
"gi|2363086306|ref|NR_181405.1| Micromonospora humida strain MMS20-R1-14 16S ribosomal RNA, partial sequence",1
"gi|2363080215|ref|NR_178332.1| Mycobacterium dioxanotrophicus strain PH-06 16S ribosomal RNA, partial sequence",1
"gi|265678478|ref|NR_028781.1| Kineococcus radiotolerans strain SRS30216 16S ribosomal RNA, partial sequence",1
"gi|219857408|ref|NR_024996.1| Raoultella planticola ATCC 33531 16S ribosomal RNA, partial sequence",1
"gi|219846332|ref|NR_025922.1| Staphylococcus warneri strain AW 25 16S ribosomal RNA, partial sequence",1
"gi|219856850|ref|NR_024669.1| Staphylococcus pasteuri strain ATCC 51129 16S ribosomal RNA, partial sequence",1
"gi|636560567|ref|NR_116627.1| Staphylococcus devriesei strain KS-SP 60 16S ribosomal RNA, partial sequence",1
"gi|1270533028|ref|NR_126245.2| Lihuaxuella thermophila strain YIM 77831 16S ribosomal RNA, complete sequence",1
"gi|566085498|ref|NR_109542.1| Chryseobacterium taihuense strain THMBM1 16S ribosomal RNA, partial sequence",1
"gi|343200267|ref|NR_040954.1| Lactococcus cremoris strain NCDO 607 16S ribosomal RNA, partial sequence",1
"gi|631252727|ref|NR_113925.1| Lactococcus cremoris strain NBRC 100676 16S ribosomal RNA, partial sequence",1
"gi|645319720|ref|NR_117077.1| Methyloferula stellata AR4 16S ribosomal RNA, partial sequence",1
"gi|645322222|ref|NR_119023.1| Legionella wadsworthii strain ATCC 33877 16S ribosomal RNA, partial sequence",1
"gi|219857188|ref|NR_024816.1| Segatella salivae strain EPSA11 16S ribosomal RNA, partial sequence",1
"gi|343198994|ref|NR_044270.1| Segatella maculosa strain W1609 16S ribosomal RNA, partial sequence",1
"gi|631251920|ref|NR_113118.1| Segatella oris strain JCM 12252 16S ribosomal RNA, partial sequence >gi|631251921|ref|NR_113119.1| Segatella oris strain JCM 8540 16S ribosomal RNA, partial sequence",1
"gi|1811131485|ref|NR_165667.1| Paracoccus jeotgali strain CBA4604 16S ribosomal RNA, complete sequence",1
"gi|566085423|ref|NR_109464.1| Lysinimonas soli strain SGM3-12 16S ribosomal RNA, partial sequence",1
"gi|343205811|ref|NR_044240.1| Pseudolysinimonas kribbensis strain MSL-13 16S ribosomal RNA, partial sequence",1
"gi|2136551585|ref|NR_173588.1| Protaetiibacter larvae strain KACC 19322 16S ribosomal RNA, complete sequence",1
"gi|2363086444|ref|NR_181476.1| Streptomyces tardus strain P38-E01 16S ribosomal RNA, partial sequence",1
"gi|2363086848|ref|NR_181681.1| Williamsia soli strain C17 16S ribosomal RNA, partial sequence",1
"gi|1146059216|ref|NR_145948.1| Sinomonas halotolerans strain CFH S0499 16S ribosomal RNA, partial sequence",1
"gi|219857549|ref|NR_025137.1| Cupriavidus campinensis strain WS2 16S ribosomal RNA, partial sequence",1
"gi|219846391|ref|NR_025982.1| Pelotalea chapellei strain 172 16S ribosomal RNA, partial sequence",1
"gi|566084803|ref|NR_108142.1| Kaistia dalseonensis strain B6-8 16S ribosomal RNA, partial sequence",1
"gi|1315204005|ref|NR_152674.1| Haoranjiania flava strain LIP-5 16S ribosomal RNA, partial sequence",1
"gi|2363085133|ref|NR_180815.1| Oliverpabstia intestinalis strain BSM-380-WT-5A 16S ribosomal RNA, partial sequence",1
"gi|343198633|ref|NR_043129.1| Pusillimonas noertemannii strain BN9 16S ribosomal RNA, partial sequence",1
"gi|636560752|ref|NR_116812.1| Paralcaligenes ureilyticus strain GR24-5 16S ribosomal RNA, partial sequence",1
"gi|2363087397|ref|NR_181955.1| Paenalcaligenes niemegkensis strain NGK35 16S ribosomal RNA, complete sequence",1
"gi|2363080299|ref|NR_178375.1| Exiguobacterium arabatum strain RFL1109 16S ribosomal RNA, partial sequence",1
"gi|343202625|ref|NR_043006.1| Exiguobacterium marinum strain TF-80 16S ribosomal RNA, partial sequence",1
"gi|343202624|ref|NR_043005.1| Exiguobacterium aestuarii strain TF-16 16S ribosomal RNA, partial sequence",1
"gi|645320150|ref|NR_117425.1| Streptococcus lactarius strain MV1 16S ribosomal RNA, partial sequence",1
"gi|1445135970|ref|NR_158009.1| Phreatobacter stygius strain YC6-17 16S ribosomal RNA, partial sequence",1
"gi|2363081505|ref|NR_178999.1| Phreatobacter cathodiphilus strain S-12 16S ribosomal RNA, partial sequence",1
"gi|631251734|ref|NR_112932.1| Bacteroides caccae strain JCM 9498 16S ribosomal RNA, partial sequence",1
"gi|219846650|ref|NR_026242.1| Bacteroides caccae strain ATCC 43185 16S ribosomal RNA, partial sequence",1
"gi|2363084431|ref|NR_180463.1| Bacteroides luhongzhouii strain HF-5141 16S ribosomal RNA, partial sequence",1
"gi|343200208|ref|NR_040895.1| Aquaspirillum serpens strain IAM 13944 16S ribosomal RNA, partial sequence",1
"gi|343201405|ref|NR_042131.1| Comamonas aquatica strain LMG 2370 16S ribosomal RNA, partial sequence",1
"gi|1227086148|ref|NR_148635.1| Comamonas piscis strain CN1 16S ribosomal RNA, partial sequence",1
"gi|645320216|ref|NR_117475.1| Myroides phaeus strain MY15 16S ribosomal RNA, partial sequence",1
"gi|2363084100|ref|NR_180299.1| Myroides fluvii strain CJ210 16S ribosomal RNA, partial sequence",1
"gi|343200355|ref|NR_041042.1| Myroides pelagicus strain SM1 16S ribosomal RNA, partial sequence",1
"gi|959494801|ref|NR_109131.1| Aliicoccus persicus strain A76 16S ribosomal RNA, partial sequence",1
"gi|265678513|ref|NR_028816.1| Turicibacter sanguinis strain MOL361 16S ribosomal RNA, partial sequence",1
"gi|1040566991|ref|NR_137340.1| Qipengyuania sediminis strain M1 16S ribosomal RNA, partial sequence",1
"gi|672238991|ref|NR_125580.1| Paraburkholderia dilworthii strain WSM3556 16S ribosomal RNA, partial sequence",1
"gi|961555209|ref|NR_134178.1| Sphingobacterium gobiense strain H7 16S ribosomal RNA, partial sequence",1
"gi|2363087159|ref|NR_181835.1| Qipengyuania huizhouensis strain YG19 16S ribosomal RNA, partial sequence",1
"gi|2363087157|ref|NR_181834.1| Qipengyuania intermedia strain GH38 16S ribosomal RNA, partial sequence",1
"gi|343201059|ref|NR_041746.1| Clostridium algidicarnis strain NCFB 2931 16S ribosomal RNA, partial sequence",1
"gi|219878210|ref|NR_025349.1| Desulfomicrobium macestii strain M-9 16S ribosomal RNA, partial sequence",1
"gi|699005315|ref|NR_126184.1| Rhizocola hellebori strain K12-0602 16S ribosomal RNA, partial sequence",1
"gi|636559808|ref|NR_115868.1| Adlercreutzia caecimuris B7 16S ribosomal RNA, partial sequence",1
"gi|2363082557|ref|NR_179525.1| Gordonibacter massiliensis (ex Traore et al. 2017) strain Marseille-P2775 16S ribosomal RNA, partial sequence",1
"gi|2363086202|ref|NR_181353.1| Paracoccus amoyensis strain 11-3 16S ribosomal RNA, partial sequence",1
"gi|1953646524|ref|NR_171415.1| Paracoccus suum strain SC2-6 16S ribosomal RNA, complete sequence",1
"gi|2962412300|ref|NR_199495.1| Paracoccus spongiarum strain 2205BS29-5 16S ribosomal RNA, partial sequence",1
"gi|1269785416|ref|NR_118724.2| Erythrobacter longus strain OCh101 16S ribosomal RNA, partial sequence",1
"gi|2363085037|ref|NR_180767.1| Chromobacterium paludis strain IIBBL 257-1 16S ribosomal RNA, complete sequence",1
"gi|1491520141|ref|NR_159304.1| Sphingomonas colocasiae strain CC-MHH0539 16S ribosomal RNA, partial sequence",1
"gi|645319808|ref|NR_117169.1| Thermosinus carboxydivorans strain DSM 14886 16S ribosomal RNA, partial sequence",1
"gi|343201364|ref|NR_042090.1| Dechloromonas denitrificans strain ED1 16S ribosomal RNA, partial sequence",1
"gi|265678730|ref|NR_029035.1| Quatrionicoccus australiensis strain Ben 117 16S ribosomal RNA, partial sequence",1
"gi|343202496|ref|NR_042819.1| Dechloromonas hortensis strain MA-1 16S ribosomal RNA, partial sequence",1
"gi|2962412221|ref|NR_199415.1| Mediterraneibacter flintii strain 13CB18C 16S ribosomal RNA, partial sequence",1
"gi|631251742|ref|NR_112940.1| Bacteroides ovatus strain JCM 5824 16S ribosomal RNA, partial sequence",1
"gi|636559244|ref|NR_115301.1| Bacteroides ovatus strain CIP 103756 16S ribosomal RNA, partial sequence",1
"gi|343200178|ref|NR_040865.1| Bacteroides ovatus strain JCM 5824 16S ribosomal RNA, partial sequence",1
"gi|2363083365|ref|NR_179931.1| Nocardioides allogilvus strain CFH 30205 16S ribosomal RNA, partial sequence",1
"gi|2836274890|ref|NR_197653.1| Nocardioides renjunii strain S-34 16S ribosomal RNA, partial sequence",1
