organism,count
"gi|444303846|ref|NR_074268.1| Rhizorhabdus wittichii RW1 16S ribosomal RNA, partial sequence",1
"gi|645320408|ref|NR_117620.1| Acinetobacter baumannii strain ATCC 19606 16S ribosomal RNA, partial sequence",1
"gi|636560785|ref|NR_116845.1| Acinetobacter baumannii strain CIP 70.34 16S ribosomal RNA, partial sequence",1
"gi|645322662|ref|NR_119358.1| Acinetobacter baumannii strain ATCC 19606 16S ribosomal RNA, partial sequence",1
"gi|228720330|ref|NR_027591.1| Gluconacetobacter diazotrophicus PA1 5 strain PAl 5 16S ribosomal RNA, partial sequence",1
"gi|343200630|ref|NR_041317.1| Thermodesulfovibrio thiophilus strain TDV 16S ribosomal RNA, partial sequence",1
"gi|645319662|ref|NR_117037.1| Oceanibacterium hippocampi strain BFLP-8 16S ribosomal RNA, partial sequence",1
"gi|343200138|ref|NR_040825.1| Sphingomonas ursincola strain DSM 9006 16S ribosomal RNA, partial sequence",1
"gi|343200137|ref|NR_040824.1| Blastomonas natatoria strain DSM 3183 16S ribosomal RNA, partial sequence",1
"gi|310975013|ref|NR_036877.1| Craurococcus roseus strain NS130 16S ribosomal RNA, partial sequence",1
"gi|2363086904|ref|NR_181709.1| Belnapia mucosa strain T6 16S ribosomal RNA, complete sequence",1
"gi|631251907|ref|NR_113105.1| Prevotella histicola strain JCM 15637 16S ribosomal RNA, partial sequence",1
"gi|343199048|ref|NR_044407.1| Prevotella histicola strain T05-04 16S ribosomal RNA, partial sequence",1
"gi|631253215|ref|NR_114413.1| Streptococcus oralis ATCC 35037 16S ribosomal RNA, partial sequence",1
"gi|444303974|ref|NR_074397.1| Caldilinea aerophila DSM 14535 = NBRC 104270 16S ribosomal RNA, partial sequence",1
"gi|343200191|ref|NR_040878.1| Caldilinea aerophila DSM 14535 = NBRC 104270 strain STL-6-O1 16S ribosomal RNA, partial sequence",1
"gi|645320639|ref|NR_117797.1| Caldilinea tarbellica strain D1-25-10-4 16S ribosomal RNA, partial sequence",1
"gi|2180566455|ref|NR_174300.1| Dickeya oryzae strain ZYY5 16S ribosomal RNA, partial sequence",1
"gi|2363085913|ref|NR_181209.1| Nisaea sediminum strain NBU1469 16S ribosomal RNA, partial sequence",1
"gi|2363086695|ref|NR_181604.1| Phenylobacterium glaciei strain 20VBR1 16S ribosomal RNA, partial sequence",1
"gi|2363086627|ref|NR_181570.1| Pseudomonas kielensis strain MBT-1 16S ribosomal RNA, complete sequence",1
"gi|2363085239|ref|NR_180868.1| Devosia beringensis strain S02 16S ribosomal RNA, partial sequence",1
"gi|2363081590|ref|NR_179041.1| Pannonibacter carbonis strain Q4.6 16S ribosomal RNA, partial sequence",1
"gi|1269786540|ref|NR_115927.2| Desulfurispirillum indicum S5 16S ribosomal RNA, complete sequence",1
"gi|444304039|ref|NR_074463.1| Desulfurispirillum indicum S5 16S ribosomal RNA, partial sequence",1
"gi|265678411|ref|NR_028713.1| Curvibacter delicatus strain 146 16S ribosomal RNA, partial sequence",1
"gi|636560244|ref|NR_116304.1| Beijerinckia doebereinerae strain LMG 2819 16S ribosomal RNA, partial sequence",1
"gi|545589041|ref|NR_044644.2| Agathobaculum desmolans strain ATCC 43058 16S ribosomal RNA, partial sequence",1
"gi|1277396349|ref|NR_152060.1| Butyricicoccus faecihominis strain KS-2 16S ribosomal RNA, partial sequence",1
"gi|343205971|ref|NR_044490.1| Butyricicoccus pullicaecorum strain 25-3 16S ribosomal RNA, partial sequence",1
"gi|343201093|ref|NR_041780.1| Streptococcus hyointestinalis strain ATCC 49169 16S ribosomal RNA, partial sequence",1
"gi|636559500|ref|NR_115560.1| Streptococcus mitis strain NCTC12261 16S ribosomal RNA, partial sequence",1
"gi|566085423|ref|NR_109464.1| Lysinimonas soli strain SGM3-12 16S ribosomal RNA, partial sequence",1
"gi|343205811|ref|NR_044240.1| Pseudolysinimonas kribbensis strain MSL-13 16S ribosomal RNA, partial sequence",1
"gi|2136551585|ref|NR_173588.1| Protaetiibacter larvae strain KACC 19322 16S ribosomal RNA, complete sequence",1
"gi|1179766725|ref|NR_146675.1| Photobacterium sanguinicancri strain Mj110 16S ribosomal RNA, partial sequence",1
"gi|2363085119|ref|NR_180808.1| Tissierella pigra strain WCA3-693-APC-4 16S ribosomal RNA, partial sequence",1
"gi|645320091|ref|NR_117380.1| Tepidimicrobium ferriphilum strain DSM 16624 16S ribosomal RNA, partial sequence",1
"gi|343198615|ref|NR_043077.1| Tepidimicrobium ferriphilum strain SB91 16S ribosomal RNA, partial sequence",1
"gi|1315203993|ref|NR_152662.1| Arvibacter flaviflagrans strain C-1-16 16S ribosomal RNA, partial sequence",1
"gi|219846332|ref|NR_025922.1| Staphylococcus warneri strain AW 25 16S ribosomal RNA, partial sequence",1
"gi|219856850|ref|NR_024669.1| Staphylococcus pasteuri strain ATCC 51129 16S ribosomal RNA, partial sequence",1
"gi|636560567|ref|NR_116627.1| Staphylococcus devriesei strain KS-SP 60 16S ribosomal RNA, partial sequence",1
"gi|2363083245|ref|NR_179871.1| Halopseudomonas laoshanensis strain Y22 16S ribosomal RNA, partial sequence",1
"gi|265678438|ref|NR_028740.1| Anaerocolumna xylanovorans strain HESP1 16S ribosomal RNA, partial sequence",1
"gi|219878428|ref|NR_025567.1| Enterocloster bolteae strain 16351 16S ribosomal RNA, partial sequence",1
"gi|2463901772|ref|NR_184610.1| Apilactobacillus apisilvae strain SG5_A10 16S ribosomal RNA, partial sequence",1
"gi|1491506709|ref|NR_159092.1| Apilactobacillus micheneri strain 10H 16S ribosomal RNA, partial sequence",1
"gi|2363081534|ref|NR_179013.1| Apilactobacillus timberlakei strain HV_12 16S ribosomal RNA, partial sequence",1
"gi|507148083|ref|NR_102890.1| Burkholderia lata strain 383 16S ribosomal RNA, partial sequence",1
"gi|636558435|ref|NR_114491.1| Burkholderia cepacia ATCC 25416 16S ribosomal RNA, partial sequence",1
"gi|631251980|ref|NR_113178.1| Paraburkholderia bannensis NBRC 103871 strain E25 16S ribosomal RNA, partial sequence",1
"gi|645321924|ref|NR_118789.1| Novosphingobium aromaticivorans strain SMCC F199 16S ribosomal RNA, partial sequence",1
"gi|631253235|ref|NR_114433.1| Legionella taurinensis strain Turin I n#1 16S ribosomal RNA, partial sequence",1
"gi|1315204028|ref|NR_152697.1| Legionella saoudiensis strain LS-1 16S ribosomal RNA, partial sequence",1
"gi|1040567011|ref|NR_137360.1| Mesobacillus campisalis strain SA2-6 16S ribosomal RNA, partial sequence",1
"gi|631251650|ref|NR_112848.1| Prevotella dentasini JCM 15908 strain NUM 1903 16S ribosomal RNA, partial sequence",1
"gi|1193829161|ref|NR_147404.1| Massiliprevotella massiliensis strain Marseille-P2439 16S ribosomal RNA, partial sequence",1
"gi|1277396175|ref|NR_151886.1| Hallella colorans strain A1336 16S ribosomal RNA, partial sequence",1
"gi|566084844|ref|NR_108221.1| Patulibacter ginsengiterrae strain P4-5 16S ribosomal RNA, partial sequence",1
"gi|444304272|ref|NR_074698.1| Ignavibacterium album JCM 16511 16S ribosomal RNA, partial sequence",1
"gi|219856883|ref|NR_024702.1| Curvibacter lanceolatus strain ATCC 14669 16S ribosomal RNA, partial sequence",1
"gi|2621112314|ref|NR_189217.1| Aristophania vespae strain KACC 21507 16S ribosomal RNA, complete sequence",1
"gi|631251837|ref|NR_113035.1| Gluconobacter japonicus strain RBY-1 16S ribosomal RNA, partial sequence",1
"gi|1146059145|ref|NR_145877.1| Sphingobacterium suaedae strain T47 16S ribosomal RNA, partial sequence",1
"gi|2363081987|ref|NR_179240.1| Segatella cerevisiae strain JCM 30867 16S ribosomal RNA, partial sequence",1
"gi|2363082266|ref|NR_179380.1| Prevotella lacticifex strain R5019 16S ribosomal RNA, partial sequence",1
"gi|631251924|ref|NR_113122.1| Segatella paludivivens strain JCM 13650 16S ribosomal RNA, partial sequence",1
"gi|2363085278|ref|NR_180887.1| Desulfolutivibrio sulfoxidireducens strain DSM 107105 16S ribosomal RNA, partial sequence",1
"gi|343198889|ref|NR_043951.1| Stigmatella aurantiaca strain ATCC 25190 16S ribosomal RNA, partial sequence >gi|343198890|ref|NR_043952.1| Stigmatella hybrida strain DSM 14722 16S ribosomal RNA, partial sequence >gi|636559806|ref|NR_115866.1| Stigmatella erecta strain ATCC 25191 16S ribosomal RNA, partial sequence >gi|645321687|ref|NR_118594.1| Stigmatella erecta strain DSM 16858 16S ribosomal RNA, partial sequence",1
"gi|1909404350|ref|NR_170403.1| Cellulomonas endophytica strain SYSUP0004 16S ribosomal RNA, partial sequence",1
"gi|228718299|ref|NR_027572.1| Oceanicola granulosus strain HTCC2516 16S ribosomal RNA, partial sequence",1
"gi|631251342|ref|NR_112539.1| Komagataeibacter europaeus LMG 18890 strain DSM 6160 16S ribosomal RNA, partial sequence",1
"gi|566084795|ref|NR_108135.1| Komagataeibacter saccharivorans strain LMG 1582 16S ribosomal RNA, partial sequence",1
"gi|1441204227|ref|NR_157642.1| Merdimonas faecis strain BR31 16S ribosomal RNA, partial sequence",1
"gi|2363086898|ref|NR_181706.1| Undibacterium baiyunense strain BYS107W 16S ribosomal RNA, partial sequence",1
"gi|1491514590|ref|NR_159198.1| Streptomyces amphotericinicus strain 1H-SSA8 16S ribosomal RNA, partial sequence",1
"gi|645320099|ref|NR_117386.1| Marisediminicola antarctica strain ZS314 16S ribosomal RNA, partial sequence",1
"gi|343201470|ref|NR_042196.1| Liquorilactobacillus vini strain Mont 4 16S ribosomal RNA, partial sequence",1
"gi|265678713|ref|NR_029018.1| Loigolactobacillus coryniformis subsp. torquens strain 30 16S ribosomal RNA, partial sequence",1
"gi|2260349400|ref|NR_176481.1| Microcoleus antarcticus strain CPCC 474 16S ribosomal RNA, partial sequence",1
"gi|1864207155|ref|NR_169449.1| Rhodoferax sediminis strain CHu59-6-5 16S ribosomal RNA, partial sequence",1
"gi|1384992283|ref|NR_156032.1| Streptomyces capparidis strain EGI 6500195 16S ribosomal RNA, partial sequence",1
"gi|343204900|ref|NR_043832.1| Streptomyces nigrescens strain NRRL B-12176 16S ribosomal RNA, partial sequence",1
"gi|659364459|ref|NR_121686.1| [Bacteroides] pectinophilus strain N3 16S ribosomal RNA, partial sequence",1
"gi|219857286|ref|NR_024917.1| Lacrimispora indolis SR3 16S ribosomal RNA, partial sequence",1
"gi|2363083617|ref|NR_180056.1| Phenylobacterium soli strain LX32 16S ribosomal RNA, partial sequence",1
"gi|1953646489|ref|NR_171393.1| Phenylobacterium parvum strain HYN0004 16S ribosomal RNA, complete sequence",1
"gi|343201237|ref|NR_041963.1| Phenylobacterium conjunctum strain FWC 21 16S ribosomal RNA, partial sequence",1
"gi|1277396159|ref|NR_151870.1| Rothia aerolata strain 140917-MRSA-09 16S ribosomal RNA, partial sequence",1
"gi|1953646765|ref|NR_171545.1| Kocuria soli strain M5W7-7 16S ribosomal RNA, partial sequence",1
"gi|1109167977|ref|NR_144586.1| Kocuria subflava strain YIM 13062 16S ribosomal RNA, partial sequence",1
"gi|219846430|ref|NR_026021.1| Prosthecobacter dejongeii strain FC1 16S ribosomal RNA, partial sequence",1
"gi|2363083979|ref|NR_180238.1| Granulicella sibirica strain AF10 16S ribosomal RNA, partial sequence",1
"gi|636559753|ref|NR_115813.1| Edaphobacter modestus strain Jbg-1 16S ribosomal RNA, partial sequence",1
"gi|265678339|ref|NR_028641.1| Rhodopseudomonas rhenobacensis strain Klemme Rb 16S ribosomal RNA, partial sequence",1
"gi|343201265|ref|NR_041991.1| Phenylobacterium haematophilum 16S ribosomal RNA, partial sequence",1
"gi|636559069|ref|NR_115126.1| Phenylobacterium mobile strain GZ6 16S ribosomal RNA, partial sequence",1
"gi|343200329|ref|NR_041016.1| Phenylobacterium koreense strain Slu-01 16S ribosomal RNA, partial sequence",1
"gi|343199054|ref|NR_044435.1| Myroides profundi strain D25 16S ribosomal RNA, partial sequence",1
"gi|672238971|ref|NR_125560.1| Myroides gitamensis strain BSH-3 16S ribosomal RNA, partial sequence",1
"gi|959494930|ref|NR_133793.1| Myroides odoratimimus subsp. xuanwuensis strain TH-19 16S ribosomal RNA, partial sequence",1
"gi|636559675|ref|NR_115735.1| Streptococcus parasanguinis ATCC 15912 16S ribosomal RNA, partial sequence",1
"gi|2463901704|ref|NR_184603.1| Pedomonas mirosovicensis strain A1X5R2 16S ribosomal RNA, partial sequence",1
"gi|1491509581|ref|NR_159112.1| Kineococcus terrestris strain YIM 121940 16S ribosomal RNA, partial sequence",1
"gi|444304254|ref|NR_074680.1| Thermobispora bispora strain DSM 43833 16S ribosomal RNA, partial sequence",1
"gi|2136551680|ref|NR_173685.1| Dictyobacter arantiisoli strain Uno17 16S ribosomal RNA, partial sequence",1
"gi|2363086681|ref|NR_181597.1| Brevundimonas vitisensis strain GR-TSA-9 16S ribosomal RNA, partial sequence",1
"gi|343198769|ref|NR_043638.1| Aeromonas hydrophila strain CCM 7232 16S ribosomal RNA, partial sequence",1
"gi|645322444|ref|NR_119190.1| Aeromonas hydrophila strain DSM 30187 16S ribosomal RNA, partial sequence",1
"gi|2180566500|ref|NR_174338.1| Arthrobacter mobilis strain E918 16S ribosomal RNA, partial sequence",1
"gi|1270533057|ref|NR_102512.2| Myxococcus stipitatus strain DSM 14675 16S ribosomal RNA, complete sequence",1
"gi|343205812|ref|NR_044241.1| Pseudacidovorax intermedius strain CC-21 16S ribosomal RNA, partial sequence",1
"gi|2363085585|ref|NR_181045.1| Xylophilus rhododendri strain KACC 21265 16S ribosomal RNA, complete sequence",1
"gi|2363083291|ref|NR_179894.1| Simplicispira lacusdiani strain CPCC 100842 16S ribosomal RNA, partial sequence",1
"gi|636560383|ref|NR_116443.1| Lactococcus cremoris subsp. tructae strain L105 16S ribosomal RNA, partial sequence",1
"gi|343200267|ref|NR_040954.1| Lactococcus cremoris strain NCDO 607 16S ribosomal RNA, partial sequence",1
"gi|636558918|ref|NR_114975.1| Pseudomonas nitroreducens strain DSM 14399 16S ribosomal RNA, partial sequence",1
"gi|343201709|ref|NR_042435.1| Pseudomonas nitroreducens strain IAM 1439 16S ribosomal RNA, partial sequence",1
"gi|2363082184|ref|NR_179339.1| Pseudomonas faucium strain BML-PP048 16S ribosomal RNA, partial sequence",1
"gi|219878248|ref|NR_025387.1| Chryseobacterium joostei strain LMG 18212 16S ribosomal RNA, partial sequence",1
"gi|974142191|ref|NR_134711.1| Chryseobacterium rhizoplanae strain JM-534 16S ribosomal RNA, partial sequence",1
"gi|2363083493|ref|NR_179995.1| Chryseobacterium aurantiacum strain F30 16S ribosomal RNA, partial sequence",1
"gi|636560844|ref|NR_116904.1| Pseudomonas benzenivorans strain DSM 8628 16S ribosomal RNA, partial sequence",1
"gi|659364778|ref|NR_121733.1| Pseudomonas knackmussii B13 16S ribosomal RNA, partial sequence",1
"gi|645321347|ref|NR_118334.1| Alloprevotella rava strain 81/4-12 16S ribosomal RNA, partial sequence",1
"gi|343200190|ref|NR_040877.1| Segatella copri DSM 18205 strain CB7 16S ribosomal RNA, partial sequence",1
"gi|631252213|ref|NR_113411.1| Segatella copri DSM 18205 strain JCM 13464 16S ribosomal RNA, partial sequence",1
"gi|343202931|ref|NR_043425.1| Pseudomonas synxantha strain IAM 12356 16S ribosomal RNA, partial sequence",1
"gi|2363082318|ref|NR_179406.1| Bacillus salis strain ES3 16S ribosomal RNA, partial sequence",1
"gi|343206307|ref|NR_044899.1| Halorhodospira abdelmalekii strain DSM 2110 16S ribosomal RNA, partial sequence",1
"gi|645320452|ref|NR_117655.1| Sporomusa malonica strain DSM 5090 16S ribosomal RNA, partial sequence",1
"gi|444439665|ref|NR_074980.1| Veillonella parvula DSM 2008 16S ribosomal RNA, partial sequence",1
"gi|631251833|ref|NR_113031.1| Veillonella parvula strain JCM 12972 16S ribosomal RNA, partial sequence",1
"gi|343205841|ref|NR_044294.1| Rheinheimera soli strain BD-d46 16S ribosomal RNA, partial sequence",1
"gi|1491514569|ref|NR_159178.1| Ciceribacter thiooxidans strain F43b 16S ribosomal RNA, partial sequence",1
"gi|2363086510|ref|NR_181509.1| Methylobrevis albus strain L22 16S ribosomal RNA, partial sequence",1
"gi|631250944|ref|NR_112141.1| Bacteroides fragilis strain DSM 2151 16S ribosomal RNA, partial sequence",1
"gi|659364465|ref|NR_121687.1| Neisseria cinerea strain ATCC 14685 16S ribosomal RNA, partial sequence",1
"gi|1269860224|ref|NR_026079.2| Neisseria gonorrhoeae strain NCTC 8375 16S ribosomal RNA, complete sequence",1
"gi|645320503|ref|NR_117694.1| Neisseria perflava strain Branham 7078 16S ribosomal RNA, partial sequence",1
"gi|343200269|ref|NR_040956.1| Lactococcus lactis subsp. hordniae strain NCDO 2181 16S ribosomal RNA, partial sequence",1
"gi|636559241|ref|NR_115298.1| Acinetobacter marinus strain SW-3 16S ribosomal RNA, partial sequence",1
"gi|1811131484|ref|NR_165666.1| Acinetobacter chinensis strain WCHAc010005 16S ribosomal RNA, complete sequence",1
"gi|1953646526|ref|NR_171416.1| Acinetobacter sichuanensis strain WCHAc060041 16S ribosomal RNA, partial sequence",1
"gi|2363085380|ref|NR_180938.1| Ramlibacter agri strain G-1-2-2 16S ribosomal RNA, partial sequence",1
"gi|631252549|ref|NR_113747.1| Herbaspirillum autotrophicum strain NBRC 15327 16S ribosomal RNA, partial sequence",1
"gi|631251737|ref|NR_112935.1| Bacteroides eggerthii strain JCM 12986 16S ribosomal RNA, partial sequence",1
"gi|631252155|ref|NR_113353.1| Bacteroides zoogleoformans strain JCM 16136 16S ribosomal RNA, partial sequence",1
"gi|343206054|ref|NR_044634.1| Bacteroides zoogleoformans strain ATCC 33285 16S ribosomal RNA, partial sequence",1
"gi|228721038|ref|NR_027601.1| Geodermatophilus obscurus DSM 43160 16S ribosomal RNA, partial sequence",1
"gi|1397641804|ref|NR_156913.1| Calorithrix insularis strain KR 16S ribosomal RNA, partial sequence",1
"gi|2962412329|ref|NR_199524.1| Rhodococcus parequi strain PAM 2766 16S ribosomal RNA, complete sequence",1
"gi|1229276532|ref|NR_148607.2| Tessaracoccus rhinocerotis strain YIM 101269 16S ribosomal RNA, complete sequence",1
"gi|1909404353|ref|NR_170406.1| Auraticoccus cholistanensis strain F435 16S ribosomal RNA, partial sequence",1
"gi|2363082689|ref|NR_179592.1| Veillonella massiliensis strain Marseille-P3594 16S ribosomal RNA, partial sequence",1
"gi|631252179|ref|NR_113377.1| Veillonella ratti strain JCM 6512 16S ribosomal RNA, partial sequence",1
"gi|636558482|ref|NR_114538.1| Veillonella ratti strain ATCC 17746 16S ribosomal RNA, partial sequence",1
"gi|2363082569|ref|NR_179531.1| Marseillibacter massiliensis strain Marseille-P2840 16S ribosomal RNA, partial sequence",1
"gi|2363082342|ref|NR_179418.1| Intestinimonas massiliensis (ex Afouda et al. 2020) strain GD2 16S ribosomal RNA, partial sequence",1
"gi|1909404434|ref|NR_170489.1| Filimonas effusa strain personal::is TTM-71 16S ribosomal RNA, partial sequence",1
"gi|265678410|ref|NR_028712.1| Simplicispira psychrophila strain CA 1 16S ribosomal RNA, partial sequence",1
"gi|2363083538|ref|NR_180017.1| Hanamia caeni strain BO-59 16S ribosomal RNA, partial sequence",1
"gi|343206200|ref|NR_044792.1| Methylorubrum thiocyanatum strain ALL/SCN-P 16S ribosomal RNA, partial sequence",1
"gi|566085488|ref|NR_109533.1| Hansschlegelia beijingensis strain PG04 16S ribosomal RNA, partial sequence",1
"gi|1277396202|ref|NR_151913.1| Chenggangzhangella methanolivorans strain CHL1 16S ribosomal RNA, partial sequence",1
"gi|559795167|ref|NR_104754.1| Albibacter methylovorans strain DM10 16S ribosomal RNA, partial sequence",1
"gi|1193829132|ref|NR_147375.1| Colidextribacter massiliensis strain Marseille-P3083 16S ribosomal RNA, partial sequence",1
"gi|2260349448|ref|NR_176530.1| Dysosmobacter welbionis strain J115 16S ribosomal RNA, partial sequence",1
"gi|2363082559|ref|NR_179526.1| Oscillibacter massiliensis strain Marseille-P2778 16S ribosomal RNA, partial sequence",1
"gi|631251551|ref|NR_112748.1| Nocardiopsis composta strain NBRC 100345 16S ribosomal RNA, partial sequence",1
"gi|1397641890|ref|NR_157000.1| Pseudoxanthomonas putridarboris strain WD12 16S ribosomal RNA, partial sequence",1
"gi|1491514580|ref|NR_159189.1| Falsiroseomonas terricola strain EM302 16S ribosomal RNA, partial sequence",1
"gi|2962412234|ref|NR_199428.1| Bengtsoniella intestinalis strain BP47G 16S ribosomal RNA, partial sequence",1
"gi|343200653|ref|NR_041340.1| Oscillibacter valericigenes strain Sjm18-20 16S ribosomal RNA, partial sequence",1
"gi|1441204242|ref|NR_157657.1| Bradyrhizobium cajani strain AMBPC1010 16S ribosomal RNA, partial sequence",1
"gi|2363082270|ref|NR_179382.1| Pseudomonas tohonis strain TUM18999 16S ribosomal RNA, partial sequence",1
"gi|636558416|ref|NR_114472.1| Aquipseudomonas alcaligenes strain ATCC 14909 16S ribosomal RNA, partial sequence",1
"gi|2363087165|ref|NR_181838.1| Pseudomonas germanica strain FIT28 16S ribosomal RNA, partial sequence",1
"gi|1230874708|ref|NR_148886.1| Paenibacillus bovis strain BD3526 16S ribosomal RNA, complete sequence",1
"gi|1277396251|ref|NR_151962.1| Wenyingzhuangia fucanilytica strain CZ1127 16S ribosomal RNA, partial sequence",1
"gi|1018196611|ref|NR_136490.1| Aequorivita echinoideorum strain CC-CZW007 16S ribosomal RNA, partial sequence",1
"gi|2363084651|ref|NR_180574.1| Sulfobacillus harzensis strain BGR 140 16S ribosomal RNA, partial sequence",1
"gi|1397641797|ref|NR_156906.1| Abyssicoccus albus strain S31 16S ribosomal RNA, partial sequence",1
"gi|228719712|ref|NR_027584.1| Acidimicrobium ferrooxidans strain DSM 10331 16S ribosomal RNA, partial sequence",1
"gi|1953646724|ref|NR_171519.1| Legionella qingyii strain km488 16S ribosomal RNA, partial sequence",1
"gi|219846470|ref|NR_026062.1| Methylocaldum tepidum strain LK6 16S ribosomal RNA, partial sequence",1
"gi|343201003|ref|NR_041690.1| Butyricimonas synergistica strain MT01 16S ribosomal RNA, partial sequence",1
"gi|1182956112|ref|NR_146820.1| Gabonibacter massiliensis strain GM7 16S ribosomal RNA, partial sequence",1
"gi|1116030287|ref|NR_144745.1| Culturomica massiliensis strain Marseille-P2698 16S ribosomal RNA, partial sequence",1
"gi|645320350|ref|NR_117575.1| Budvicia diplopodorum strain D9 16S ribosomal RNA, partial sequence",1
"gi|444304118|ref|NR_074542.1| Kineococcus radiotolerans strain SRS30216 16S ribosomal RNA, partial sequence",1
"gi|265678478|ref|NR_028781.1| Kineococcus radiotolerans strain SRS30216 16S ribosomal RNA, partial sequence",1
"gi|961555033|ref|NR_134000.1| Chitinophaga ginsengihumi strain SR18 16S ribosomal RNA, partial sequence",1
"gi|1270532290|ref|NR_025866.2| Streptomyces acidiscabies strain RL-110 16S ribosomal RNA, complete sequence",1
"gi|470466396|ref|NR_074119.1| Phenylobacterium zucineum HLK1 16S ribosomal RNA, partial sequence",1
"gi|636559235|ref|NR_115292.1| Phenylobacterium zucineum HLK1 16S ribosomal RNA, partial sequence",1
"gi|343205892|ref|NR_044377.1| Phenylobacterium composti DSM 19425 strain 4T-6 16S ribosomal RNA, partial sequence",1
"gi|219856876|ref|NR_024695.1| Neobacillus niacini strain IFO15566 16S ribosomal RNA, partial sequence",1
"gi|343201464|ref|NR_042190.1| Paucilactobacillus suebicus strain CECT 5917 16S ribosomal RNA, partial sequence",1
"gi|2363083721|ref|NR_180108.1| Dyadobacter bucti strain QTA69 16S ribosomal RNA, partial sequence",1
"gi|672238917|ref|NR_125506.1| Caballeronia humi strain RA1-5 16S ribosomal RNA, partial sequence",1
"gi|2363082916|ref|NR_179706.1| Aquella oligotrophica strain P08 16S ribosomal RNA, partial sequence",1
"gi|1679775925|ref|NR_163647.1| Tunturiibacter lichenicola strain SBC68 16S ribosomal RNA, partial sequence",1
"gi|343202772|ref|NR_043218.1| Janibacter anophelis strain H2.16B 16S ribosomal RNA, partial sequence",1
"gi|2962412264|ref|NR_199458.1| Janibacter alittae strain A1S7 16S ribosomal RNA, partial sequence",1
"gi|631253182|ref|NR_114380.1| Janibacter cremeus strain HR08-44 16S ribosomal RNA, partial sequence",1
"gi|2363084904|ref|NR_180700.1| Trebonia kvetii strain 15TR583 16S ribosomal RNA, complete sequence",1
"gi|2363084984|ref|NR_180740.1| Hymenobacter busanensis strain MA3 16S ribosomal RNA, partial sequence",1
"gi|1269235450|ref|NR_146837.2| Fusobacterium gastrosuis strain CDW1 16S ribosomal RNA, complete sequence",1
"gi|645322306|ref|NR_119089.1| Fusobacterium mortiferum strain NCIMB 10651 16S ribosomal RNA, partial sequence",1
"gi|265678908|ref|NR_029216.1| Propionigenium modestum strain Gra Succ 2 16S ribosomal RNA, partial sequence",1
"gi|2363087027|ref|NR_181770.1| Metapseudomonas boanensis strain DB1 16S ribosomal RNA, partial sequence",1
"gi|1779814895|ref|NR_164970.1| Chakrabartia godavariana strain SYSU M10002 16S ribosomal RNA, partial sequence",1
"gi|2363083124|ref|NR_179810.1| Sphingomonas turrisvirgatae strain MCT13 16S ribosomal RNA, partial sequence",1
"gi|959495052|ref|NR_133904.1| Thermotoga profunda AZM34c06 16S ribosomal RNA, partial sequence",1
"gi|2363085117|ref|NR_180807.1| Hornefia butyriciproducens strain WCA-MUC-591-APC-3H 16S ribosomal RNA, partial sequence",1
"gi|1590307595|ref|NR_118735.2| Gottschalkia purinilytica strain ATCC 33906 16S ribosomal RNA, partial sequence",1
"gi|1909404447|ref|NR_170502.1| Periweissella cryptocerci strain 26KH-42 16S ribosomal RNA, complete sequence",1
"gi|1776910892|ref|NR_164625.1| Janthinobacterium lividum strain DSM 1522 16S ribosomal RNA, partial sequence",1
"gi|636558572|ref|NR_114629.1| Acidiferrobacter thiooxydans strain m-1 16S ribosomal RNA, partial sequence",1
"gi|1491509600|ref|NR_159131.1| Parapedobacter defluvii strain WY-1 16S ribosomal RNA, partial sequence",1
"gi|343198875|ref|NR_043933.1| Parapedobacter koreensis strain Jip14 16S ribosomal RNA, partial sequence",1
"gi|343198950|ref|NR_044119.1| Parapedobacter soli strain DCY14 16S ribosomal RNA, partial sequence",1
"gi|343201404|ref|NR_042130.1| Sphingomonas aerolata strain NW12 16S ribosomal RNA, partial sequence",1
"gi|343201403|ref|NR_042129.1| Sphingomonas faeni strain MA-olki 16S ribosomal RNA, partial sequence",1
"gi|343201402|ref|NR_042128.1| Sphingomonas aurantiaca strain MA101b 16S ribosomal RNA, partial sequence",1
"gi|1269795338|ref|NR_115286.2| Geobacillus thermoleovorans strain BGSC 96A1 16S ribosomal RNA, complete sequence",1
"gi|1269799777|ref|NR_115285.2| Geobacillus kaustophilus strain BGSC 90A1 16S ribosomal RNA, complete sequence",1
"gi|219846067|ref|NR_025657.1| Geobacillus lituanicus strain N-3 16S ribosomal RNA, partial sequence",1
"gi|566084805|ref|NR_108143.1| Kaistia defluvii strain B6-12 16S ribosomal RNA, partial sequence",1
"gi|343200675|ref|NR_041362.1| Kaistia granuli strain Ko04 16S ribosomal RNA, partial sequence",1
"gi|2363082930|ref|NR_179713.1| Butyricicoccus porcorum strain BB10 16S ribosomal RNA, partial sequence",1
"gi|343202504|ref|NR_042828.1| Ethanoligenens harbinense YUAN-3 16S ribosomal RNA, partial sequence",1
"gi|636559250|ref|NR_115307.1| Ethanoligenens harbinense YUAN-3 16S ribosomal RNA, partial sequence",1
"gi|2136551486|ref|NR_173489.1| Meridianimarinicoccus zhengii strain LMIT002 16S ribosomal RNA, partial sequence",1
"gi|961555188|ref|NR_134157.1| Rhodovulum mangrovi strain AK41 16S ribosomal RNA, partial sequence",1
"gi|566084872|ref|NR_108321.1| Gemmobacter caeni strain DCA-1 16S ribosomal RNA, partial sequence",1
